image,folder_label,prediction,axles,is_correct
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/003843_jpg.rf.b455a35dd2da21a4bd38f740c835984e.jpg","Class 2 - Car, SUV, Station Wagons",suv,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/003845_jpg.rf.f402447ce8c8b027905b756147c59e22.jpg","Class 2 - Car, SUV, Station Wagons",suv,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/003858_jpg.rf.1fa3a2a1b05a963ef1cf7d24cd7a73c7.jpg","Class 2 - Car, SUV, Station Wagons",suv,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/003865_jpg.rf.6e45b8c437231bebefb23d5333bfcae7.jpg","Class 2 - Car, SUV, Station Wagons",suv,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/003866_jpg.rf.bcc31747bc991ad7debe06b00be7dd6b.jpg","Class 2 - Car, SUV, Station Wagons",suv,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/003886_jpg.rf.c9b586091ab69c2bf2227417c0f14c7b.jpg","Class 2 - Car, SUV, Station Wagons",suv,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/003887_jpg.rf.e4f86be67bf9928d3a086b60ca4bc63e.jpg","Class 2 - Car, SUV, Station Wagons",suv,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/004823_jpg.rf.66fab7edd934cecadc1713b8d4d1cda1.jpg","Class 2 - Car, SUV, Station Wagons",suv,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/004825_jpg.rf.e7157c15ee1bb88ad40598ea3768c0c8.jpg","Class 2 - Car, SUV, Station Wagons",suv,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/004868_jpg.rf.e859a06e47a60e08767a48650d353d4a.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/004870_jpg.rf.64b431965b7ff75f33b40d01fc3eb4f9.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/004871_jpg.rf.801bed41ddfe8adcb44e4f741455345e.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/008111_jpg.rf.d22e8bed2ce3cb2f9ab4e3faf2e5c5e9.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/013929_jpg.rf.ebe5169d054bf8fc2fbaeeec2946e6fa.jpg","Class 2 - Car, SUV, Station Wagons",model,,False
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/013930_jpg.rf.6c22a974bc71373159595992ded98511.jpg","Class 2 - Car, SUV, Station Wagons",model,,False
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/013931_jpg.rf.d4372495b87ef4fa1005a1091482d1ef.jpg","Class 2 - Car, SUV, Station Wagons",model,,False
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/013932_jpg.rf.169bbf878742c36bb61d4c0f5dfd4664.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/013972_jpg.rf.186632669cb0d2bb4948ea1c11d98abc.jpg","Class 2 - Car, SUV, Station Wagons",suv,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/013997_jpg.rf.ec33523b74cbc8d0100a75c8c09592cc.jpg","Class 2 - Car, SUV, Station Wagons",model,,False
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015184_jpg.rf.108f69aaa45beeed9b913ad193f5f0c7.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015198_jpg.rf.7fd7bf907daab9c2e970acc77690f9c7.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015199_jpg.rf.d954e80e507a1a47c558119e891be4fa.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015200_jpg.rf.4c2d2bafbfc640d5df9a6156af20b8f0.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015222_jpg.rf.29d8df2de47c5d0bfde00889cfebd8f5.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015223_jpg.rf.cc54f65dbf147b31e40cb04af029faed.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015224_jpg.rf.70e9092af529a917bf252bef917328aa.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015243_jpg.rf.c710bd3b5cef8ab2ecbde1589622f5e7.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015771_jpg.rf.d4b2ddf7639a30bed503703485d977c1.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015772_jpg.rf.6eb01c71fe1a9c0653cb83473a8a1250.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015776_jpg.rf.c8be8baef05482ef1ce57dfba546fe42.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015797_jpg.rf.a54dedcc06507ec3a685c6d7fecf924c.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015798_jpg.rf.a7b6e4a903866a0e9df8ec896f4b61b7.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015799_jpg.rf.12df0ca60d7efa6280b64a7053debdef.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015800_jpg.rf.981a466d3b30cd24cd10a95aea94dd63.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015801_jpg.rf.a634ad8ef29d81425473b29dd8b09faa.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015840_jpg.rf.7d8c5b8f4a5c1e31dc0b946f3f679be0.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/015842_jpg.rf.dd77de8f13ec08367d0054b99807fd7f.jpg","Class 2 - Car, SUV, Station Wagons",model,,False
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/016127_jpg.rf.85ccf671bd2bf321f5ec6fff2987e0d3.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 2 - Car, SUV, Station Wagons/016180_jpg.rf.87c97a3faf75dbcbee883e8ac64a4bce.jpg","Class 2 - Car, SUV, Station Wagons",car,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/004318_jpg.rf.0ea36a973c621d3748df4dab9870ae7b.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/004320_jpg.rf.5a851c1ac227356aaac89aaa6cf5ab33.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/004324_jpg.rf.309661c37ac25edeff9cdd191f8c5bf8.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/004325_jpg.rf.fbb2d039877ffc81bb1d1f0b23b88a18.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/004340_jpg.rf.5b61763f5d13b983e467a93a2e8dd028.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/004343_jpg.rf.742ea55b176570978145099bd2c49cf8.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005261_jpg.rf.68ad7bfa52f6f264aa7d5ef36c7b7b73.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005519_jpg.rf.c7fed58bbb2fdfa260e455b80804d383.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005534_jpg.rf.8a58bb7df18201b97688fa0a22b22929.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005535_jpg.rf.2b38fb22a1dfc1287ac7ba8fa6b5c905.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005536_jpg.rf.427a164a8751000675b51bd9c9d35e48.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005538_jpg.rf.57687a354c8191c7d4f6cbaa2d38305a.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005539_jpg.rf.b9c10b983aeeedee89772d27ba81e2ef.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005559_jpg.rf.b0febc7a7692f528593e2f5979129f2a.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005560_jpg.rf.ac3ad1f988cff909ca62f237b93afb0f.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005561_jpg.rf.ef122e713b76ebb062a58c7bb72b4b99.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005605_jpg.rf.1100e7ad4b80dc00c161d97e8505760d.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005643_jpg.rf.eec28aa5ec5bea4f1892a9d5d261fc5f.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005644_jpg.rf.4801cb6c6b48e38ef5b96e4992033e13.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005658_jpg.rf.cc9e8cb4e962ab931d27e84d5dc893c4.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005660_jpg.rf.6b541e16745ca2f4674aed173a5dff6c.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005661_jpg.rf.fa18f84f095be5c515da9098ea6e9ea4.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005662_jpg.rf.fd0de2a479597d5de8e3a7575f48b92d.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005679_jpg.rf.9c7c87648cc7b14f46d35254c46fb846.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005946_jpg.rf.59e649f24857336e40ae9e14dd133b91.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005959_jpg.rf.4c08632a44fa3a55dde7f46b4f506c81.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005964_jpg.rf.93a4d56994de05084fa2624727ad6ddb.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/005967_jpg.rf.9a9adf77ae9b2f3c977c6a09dc317f19.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/006004_jpg.rf.b5612174996ee2ce85c9cec671d3df77.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/006023_jpg.rf.d41381edf05d4955db99b02ee762fd8a.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/006046_jpg.rf.ccea59c90de62d0a237aacb98e673686.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/006047_jpg.rf.811a213156e1174670d3ef4220fd4475.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/006048_jpg.rf.7dde822cb776f9d935aff48253baa90d.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/006965_jpg.rf.69abf28cff1838c2f698761f13ef7924.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/006967_jpg.rf.c09a6eeca96a295489b33226ad0c19c5.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/006968_jpg.rf.d7eccfcea6ce03fa48b06386c7b2762a.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/006969_jpg.rf.129d002a5ef1ef1d0938bdd49ea48fc9.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/006971_jpg.rf.d5e4a5c793e227460354c9b983c5eca2.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/006985_jpg.rf.dc1cc32242cc43903f682146762bbd04.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007009_jpg.rf.ddc14fb67046d0ab20d700bc5907664b.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007031_jpg.rf.28f6844384b967059ea9d25d75800675.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007032_jpg.rf.43a999d3a655635b8219c74491bdb94f.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007033_jpg.rf.e3d889bf76870426a6c327df9c8e074b.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007048_jpg.rf.6ae86d6a5d21931578484d6b740dcc38.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007051_jpg.rf.fca26e9af769566e6bb3c9118e43d8b8.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007053_jpg.rf.32c45e8890192c82b9d16a53691d8562.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007054_jpg.rf.c9d7047b1a3b662b993a6618b980c228.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007055_jpg.rf.5cd5125a95fc47f6ec88872d35d42bad.jpg",pickup,pickup,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007072_jpg.rf.2fd0460be80d82d6e6fd7c0800101731.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007095_jpg.rf.d4a69c1f1890620c621a4d384d318ec5.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007096_jpg.rf.712a99f00cfb7ba1c9653d0b24fa1d4d.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007116_jpg.rf.b456091453d674d23d0209216814ecd7.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007117_jpg.rf.8ec6d19fa94449f08d81484aa651b4c6.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007118_jpg.rf.bd6dee8de621f28107b3835d3fe2a1af.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007133_jpg.rf.a3c6a04dca3339cd7f93a2c759dc8dee.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007134_jpg.rf.83e8305ec580473b0448d95d44663155.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007344_jpg.rf.4417c530fcfa44f9d25eed1c789f25f3.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007345_jpg.rf.ce5c6bbb5b5877c63c379850ebad8ecb.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007365_jpg.rf.585560295486eb017216dea92a48c71b.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007366_jpg.rf.2b07c128bf86b01b995af477dbe512a6.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007384_jpg.rf.8b577edcab33043061ff618040e27b08.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007385_jpg.rf.736ab5f05aabfc158c42f857c4e3c5bd.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007412_jpg.rf.cb2ac310ed2900ee6fd665e0883440dc.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007435_jpg.rf.5a81c9942487d4fcd23c10175ecd9cb9.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007448_jpg.rf.b7a514ef32f521badd1de8303e8f0684.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007449_jpg.rf.bb4ee81c185998f98576e54b5f1a1321.jpg",pickup,suv,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/007454_jpg.rf.3c8cd7afe9427d43eb04461c674877a9.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/008597_jpg.rf.a0e4d1c2a0991686723082ce03b66561.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/008598_jpg.rf.c95c5baed1031fe310c9afe4f9317f48.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/008601_jpg.rf.a2611f72d294066d3e68eb7f932e2a16.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/008623_jpg.rf.e0ff6f6267f6f484397852217baf863b.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/008625_jpg.rf.f8c803bbf1491966f1277008a4faf4f2.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/008626_jpg.rf.5050cefa9b4e35e4bee9a2b53e89cceb.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/008670_jpg.rf.04854fc31776e231f4675fd2e8d3bfe4.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009049_jpg.rf.03ea1ef8e19d8dd5a90c2f9eebcb539c.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009051_jpg.rf.3a01763f6de82adc86361502e1123a4e.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009065_jpg.rf.40811f3e0194ecfd77432bf01eb53882.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009068_jpg.rf.8abcdc87c989079e5ea6fa182aacadc9.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009070_jpg.rf.ed352c1e4364a2085e0b366f8241227d.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009071_jpg.rf.2e50085ddc867db5b4bc606743923829.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009086_jpg.rf.94836460e0475c5f2427873bd9d14c66.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009089_jpg.rf.3980313dc89ee76764b343b2daa2e9ce.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009204_jpg.rf.7fa6e7e57206c44c4335612f93e8dcc6.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009206_jpg.rf.1090aa504f8a14a3c892bf8a58c634ed.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009225_jpg.rf.539d453635918f329c9748030a686e6a.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009266_jpg.rf.e804225fc7347745910b1593c633dff3.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009267_jpg.rf.4a0ea755f1675c58450b18439b98e626.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009282_jpg.rf.208566f2a320e764994ffdd6b02b9220.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009284_jpg.rf.a1e64b7aa9d5f69c1cd186d0d42523f2.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009308_jpg.rf.37a038b2270a26fbcc5f11f16814cef0.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009309_jpg.rf.0100fe19870a85c15de88b36adf7349f.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009311_jpg.rf.65e08d7b4491f0a70c22c2364b73cbac.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009313_jpg.rf.bfe2347a9d69a16a408d247d158054f8.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009329_jpg.rf.2638b36f8779a5decbcb851ea6977721.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009330_jpg.rf.d8cdedc15e5705a5ced8402a0d029180.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/009332_jpg.rf.430f58639fdaccffd8adb4b0ab1e4582.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/010011_jpg.rf.9163abdaf43714069a922b6da8b9e34a.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/010012_jpg.rf.d969357c7be6f6bcef531b9093040607.jpg",pickup,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/010018_jpg.rf.bd1e0fe072b4a0c6eee71fea0607ad03.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/pickup/010026_jpg.rf.e003e197ccd61d50f1d23153aab1a790.jpg",pickup,pickup truck,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/005682_jpg.rf.fefa815c77a6021f57318b0a72d87173.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/005702_jpg.rf.838f7182853d76433ee80fa9c34674d5.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/005703_jpg.rf.3885aee0cba15680056dfa3aa9a8a244.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/005704_jpg.rf.1998ef66e3dd7e73072b78eb8f907e67.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/005705_jpg.rf.37cd636ac8860ec0822527310247abfd.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/005706_jpg.rf.edf0b17febdb18e8d1d61462ecc88ff1.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/005733_jpg.rf.426dadfede45def5f96784206293015c.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/005747_jpg.rf.ed50e036ee260f8923c29748b390e359.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006881_jpg.rf.21385f36542322178c3fdbfac72052ff.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006882_jpg.rf.e3e13610dda3018ce46f03b79571953c.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006883_jpg.rf.c0e0a80a00eee512ab584232ee5c1018.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006885_jpg.rf.40e2284d0ffce8539a833221062f8049.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006901_jpg.rf.3df0f0243104ccbd2bc730bc008062f6.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006905_jpg.rf.c60f91d85124d55156919f59e8f8d789.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006906_jpg.rf.2db31a0af39cc194284817adfb6e923f.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006907_jpg.rf.18af9d616044482e3762f7e2562c460f.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006908_jpg.rf.cbba71e08fa9dad9e4efee2ba01044ec.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006930_jpg.rf.bdeb586bf47e2105458b516d86db9226.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006931_jpg.rf.bfb217f952d5cf5d888e328588427f17.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006933_jpg.rf.9910bb45375f01b8b5d83640013b92b6.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006940_jpg.rf.8a3d53f52ba10262e67582af0bac5071.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/006942_jpg.rf.cba5a9dc5443bbb5faecd56c643ac680.jpg",van,car,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/007137_jpg.rf.946a3ce741174e661d01f6f6ee231a37.jpg",van,van,,True
